1|ACT|Bayside & Eastern Suburbs|AU
2|ACT|Bayside & South Eastern Suburbs|AU
3|ACT|CBD & Inner Suburbs|AU
4|ACT|CBD, Inner & Western Suburbs|AU
5|ACT|CBD, Inner West & Eastern Suburbs|AU
6|ACT|Eastern Suburbs|AU
7|ACT|Fremantle & Southern Suburbs|AU
8|ACT|North Shore & Northern Beaches|AU
9|ACT|North West & Hills District|AU
10|ACT|Northern Suburbs|AU
11|ACT|Northern Suburbs & Joondalup|AU
12|ACT|Parramatta & Western Suburbs|AU
13|ACT||AU
14|ACT|Ryde & Macquarie Park|AU
15|ACT|South West & M5 Corridor|AU
16|ACT|Southern Suburbs & Logan|AU
17|ACT|Southern Suburbs & Sutherland Shire|AU
18|ACT|Western Suburbs|AU
19|ACT|Western Suburbs & Ipswich|AU
20|ACT||AU
21|Adelaide|Bayside & Eastern Suburbs|AU
22|Adelaide|Bayside & South Eastern Suburbs|AU
23|Adelaide|CBD & Inner Suburbs|AU
24|Adelaide|CBD, Inner & Western Suburbs|AU
25|Adelaide|CBD, Inner West & Eastern Suburbs|AU
26|Adelaide|Eastern Suburbs|AU
27|Adelaide|Fremantle & Southern Suburbs|AU
28|Adelaide|North Shore & Northern Beaches|AU
29|Adelaide|North West & Hills District|AU
30|Adelaide|Northern Suburbs|AU
31|Adelaide|Northern Suburbs & Joondalup|AU
32|Adelaide|Parramatta & Western Suburbs|AU
33|Adelaide||AU
34|Adelaide|Ryde & Macquarie Park|AU
35|Adelaide|South West & M5 Corridor|AU
36|Adelaide|Southern Suburbs & Logan|AU
37|Adelaide|Southern Suburbs & Sutherland Shire|AU
38|Adelaide|Western Suburbs|AU
39|Adelaide|Western Suburbs & Ipswich|AU
40|Adelaide||AU
41|Adelaide Hills & Barossa|Bayside & Eastern Suburbs|AU
42|Adelaide Hills & Barossa|Bayside & South Eastern Suburbs|AU
43|Adelaide Hills & Barossa|CBD & Inner Suburbs|AU
44|Adelaide Hills & Barossa|CBD, Inner & Western Suburbs|AU
45|Adelaide Hills & Barossa|CBD, Inner West & Eastern Suburbs|AU
46|Adelaide Hills & Barossa|Eastern Suburbs|AU
47|Adelaide Hills & Barossa|Fremantle & Southern Suburbs|AU
48|Adelaide Hills & Barossa|North Shore & Northern Beaches|AU
49|Adelaide Hills & Barossa|North West & Hills District|AU
50|Adelaide Hills & Barossa|Northern Suburbs|AU
51|Adelaide Hills & Barossa|Northern Suburbs & Joondalup|AU
52|Adelaide Hills & Barossa|Parramatta & Western Suburbs|AU
53|Adelaide Hills & Barossa||AU
54|Adelaide Hills & Barossa|Ryde & Macquarie Park|AU
55|Adelaide Hills & Barossa|South West & M5 Corridor|AU
56|Adelaide Hills & Barossa|Southern Suburbs & Logan|AU
57|Adelaide Hills & Barossa|Southern Suburbs & Sutherland Shire|AU
58|Adelaide Hills & Barossa|Western Suburbs|AU
59|Adelaide Hills & Barossa|Western Suburbs & Ipswich|AU
60|Adelaide Hills & Barossa||AU
61|Albany & Great Southern|Bayside & Eastern Suburbs|AU
62|Albany & Great Southern|Bayside & South Eastern Suburbs|AU
63|Albany & Great Southern|CBD & Inner Suburbs|AU
64|Albany & Great Southern|CBD, Inner & Western Suburbs|AU
65|Albany & Great Southern|CBD, Inner West & Eastern Suburbs|AU
66|Albany & Great Southern|Eastern Suburbs|AU
67|Albany & Great Southern|Fremantle & Southern Suburbs|AU
68|Albany & Great Southern|North Shore & Northern Beaches|AU
69|Albany & Great Southern|North West & Hills District|AU
70|Albany & Great Southern|Northern Suburbs|AU
71|Albany & Great Southern|Northern Suburbs & Joondalup|AU
72|Albany & Great Southern|Parramatta & Western Suburbs|AU
73|Albany & Great Southern||AU
74|Albany & Great Southern|Ryde & Macquarie Park|AU
75|Albany & Great Southern|South West & M5 Corridor|AU
76|Albany & Great Southern|Southern Suburbs & Logan|AU
77|Albany & Great Southern|Southern Suburbs & Sutherland Shire|AU
78|Albany & Great Southern|Western Suburbs|AU
79|Albany & Great Southern|Western Suburbs & Ipswich|AU
80|Albany & Great Southern||AU
81|Albury Wodonga & Murray|Bayside & Eastern Suburbs|AU
82|Albury Wodonga & Murray|Bayside & South Eastern Suburbs|AU
83|Albury Wodonga & Murray|CBD & Inner Suburbs|AU
84|Albury Wodonga & Murray|CBD, Inner & Western Suburbs|AU
85|Albury Wodonga & Murray|CBD, Inner West & Eastern Suburbs|AU
86|Albury Wodonga & Murray|Eastern Suburbs|AU
87|Albury Wodonga & Murray|Fremantle & Southern Suburbs|AU
88|Albury Wodonga & Murray|North Shore & Northern Beaches|AU
89|Albury Wodonga & Murray|North West & Hills District|AU
90|Albury Wodonga & Murray|Northern Suburbs|AU
91|Albury Wodonga & Murray|Northern Suburbs & Joondalup|AU
92|Albury Wodonga & Murray|Parramatta & Western Suburbs|AU
93|Albury Wodonga & Murray||AU
94|Albury Wodonga & Murray|Ryde & Macquarie Park|AU
95|Albury Wodonga & Murray|South West & M5 Corridor|AU
96|Albury Wodonga & Murray|Southern Suburbs & Logan|AU
97|Albury Wodonga & Murray|Southern Suburbs & Sutherland Shire|AU
98|Albury Wodonga & Murray|Western Suburbs|AU
99|Albury Wodonga & Murray|Western Suburbs & Ipswich|AU
100|Albury Wodonga & Murray||AU
101|Alice Springs & Central Australia|Bayside & Eastern Suburbs|AU
102|Alice Springs & Central Australia|Bayside & South Eastern Suburbs|AU
103|Alice Springs & Central Australia|CBD & Inner Suburbs|AU
104|Alice Springs & Central Australia|CBD, Inner & Western Suburbs|AU
105|Alice Springs & Central Australia|CBD, Inner West & Eastern Suburbs|AU
106|Alice Springs & Central Australia|Eastern Suburbs|AU
107|Alice Springs & Central Australia|Fremantle & Southern Suburbs|AU
108|Alice Springs & Central Australia|North Shore & Northern Beaches|AU
109|Alice Springs & Central Australia|North West & Hills District|AU
110|Alice Springs & Central Australia|Northern Suburbs|AU
111|Alice Springs & Central Australia|Northern Suburbs & Joondalup|AU
112|Alice Springs & Central Australia|Parramatta & Western Suburbs|AU
113|Alice Springs & Central Australia||AU
114|Alice Springs & Central Australia|Ryde & Macquarie Park|AU
115|Alice Springs & Central Australia|South West & M5 Corridor|AU
116|Alice Springs & Central Australia|Southern Suburbs & Logan|AU
117|Alice Springs & Central Australia|Southern Suburbs & Sutherland Shire|AU
118|Alice Springs & Central Australia|Western Suburbs|AU
119|Alice Springs & Central Australia|Western Suburbs & Ipswich|AU
120|Alice Springs & Central Australia||AU
121|Bairnsdale & Gippsland|Bayside & Eastern Suburbs|AU
122|Bairnsdale & Gippsland|Bayside & South Eastern Suburbs|AU
123|Bairnsdale & Gippsland|CBD & Inner Suburbs|AU
124|Bairnsdale & Gippsland|CBD, Inner & Western Suburbs|AU
125|Bairnsdale & Gippsland|CBD, Inner West & Eastern Suburbs|AU
126|Bairnsdale & Gippsland|Eastern Suburbs|AU
127|Bairnsdale & Gippsland|Fremantle & Southern Suburbs|AU
128|Bairnsdale & Gippsland|North Shore & Northern Beaches|AU
129|Bairnsdale & Gippsland|North West & Hills District|AU
130|Bairnsdale & Gippsland|Northern Suburbs|AU
131|Bairnsdale & Gippsland|Northern Suburbs & Joondalup|AU
132|Bairnsdale & Gippsland|Parramatta & Western Suburbs|AU
133|Bairnsdale & Gippsland||AU
134|Bairnsdale & Gippsland|Ryde & Macquarie Park|AU
135|Bairnsdale & Gippsland|South West & M5 Corridor|AU
136|Bairnsdale & Gippsland|Southern Suburbs & Logan|AU
137|Bairnsdale & Gippsland|Southern Suburbs & Sutherland Shire|AU
138|Bairnsdale & Gippsland|Western Suburbs|AU
139|Bairnsdale & Gippsland|Western Suburbs & Ipswich|AU
140|Bairnsdale & Gippsland||AU
141|Ballarat & Central Highlands|Bayside & Eastern Suburbs|AU
142|Ballarat & Central Highlands|Bayside & South Eastern Suburbs|AU
143|Ballarat & Central Highlands|CBD & Inner Suburbs|AU
144|Ballarat & Central Highlands|CBD, Inner & Western Suburbs|AU
145|Ballarat & Central Highlands|CBD, Inner West & Eastern Suburbs|AU
146|Ballarat & Central Highlands|Eastern Suburbs|AU
147|Ballarat & Central Highlands|Fremantle & Southern Suburbs|AU
148|Ballarat & Central Highlands|North Shore & Northern Beaches|AU
149|Ballarat & Central Highlands|North West & Hills District|AU
150|Ballarat & Central Highlands|Northern Suburbs|AU
151|Ballarat & Central Highlands|Northern Suburbs & Joondalup|AU
152|Ballarat & Central Highlands|Parramatta & Western Suburbs|AU
153|Ballarat & Central Highlands||AU
154|Ballarat & Central Highlands|Ryde & Macquarie Park|AU
155|Ballarat & Central Highlands|South West & M5 Corridor|AU
156|Ballarat & Central Highlands|Southern Suburbs & Logan|AU
157|Ballarat & Central Highlands|Southern Suburbs & Sutherland Shire|AU
158|Ballarat & Central Highlands|Western Suburbs|AU
159|Ballarat & Central Highlands|Western Suburbs & Ipswich|AU
160|Ballarat & Central Highlands||AU
161|Bendigo, Goldfields & Macedon Ranges|Bayside & Eastern Suburbs|AU
162|Bendigo, Goldfields & Macedon Ranges|Bayside & South Eastern Suburbs|AU
163|Bendigo, Goldfields & Macedon Ranges|CBD & Inner Suburbs|AU
164|Bendigo, Goldfields & Macedon Ranges|CBD, Inner & Western Suburbs|AU
165|Bendigo, Goldfields & Macedon Ranges|CBD, Inner West & Eastern Suburbs|AU
166|Bendigo, Goldfields & Macedon Ranges|Eastern Suburbs|AU
167|Bendigo, Goldfields & Macedon Ranges|Fremantle & Southern Suburbs|AU
168|Bendigo, Goldfields & Macedon Ranges|North Shore & Northern Beaches|AU
169|Bendigo, Goldfields & Macedon Ranges|North West & Hills District|AU
170|Bendigo, Goldfields & Macedon Ranges|Northern Suburbs|AU
171|Bendigo, Goldfields & Macedon Ranges|Northern Suburbs & Joondalup|AU
172|Bendigo, Goldfields & Macedon Ranges|Parramatta & Western Suburbs|AU
173|Bendigo, Goldfields & Macedon Ranges||AU
174|Bendigo, Goldfields & Macedon Ranges|Ryde & Macquarie Park|AU
175|Bendigo, Goldfields & Macedon Ranges|South West & M5 Corridor|AU
176|Bendigo, Goldfields & Macedon Ranges|Southern Suburbs & Logan|AU
177|Bendigo, Goldfields & Macedon Ranges|Southern Suburbs & Sutherland Shire|AU
178|Bendigo, Goldfields & Macedon Ranges|Western Suburbs|AU
179|Bendigo, Goldfields & Macedon Ranges|Western Suburbs & Ipswich|AU
180|Bendigo, Goldfields & Macedon Ranges||AU
181|Blue Mountains & Central West|Bayside & Eastern Suburbs|AU
182|Blue Mountains & Central West|Bayside & South Eastern Suburbs|AU
183|Blue Mountains & Central West|CBD & Inner Suburbs|AU
184|Blue Mountains & Central West|CBD, Inner & Western Suburbs|AU
185|Blue Mountains & Central West|CBD, Inner West & Eastern Suburbs|AU
186|Blue Mountains & Central West|Eastern Suburbs|AU
187|Blue Mountains & Central West|Fremantle & Southern Suburbs|AU
188|Blue Mountains & Central West|North Shore & Northern Beaches|AU
189|Blue Mountains & Central West|North West & Hills District|AU
190|Blue Mountains & Central West|Northern Suburbs|AU
191|Blue Mountains & Central West|Northern Suburbs & Joondalup|AU
192|Blue Mountains & Central West|Parramatta & Western Suburbs|AU
193|Blue Mountains & Central West||AU
194|Blue Mountains & Central West|Ryde & Macquarie Park|AU
195|Blue Mountains & Central West|South West & M5 Corridor|AU
196|Blue Mountains & Central West|Southern Suburbs & Logan|AU
197|Blue Mountains & Central West|Southern Suburbs & Sutherland Shire|AU
198|Blue Mountains & Central West|Western Suburbs|AU
199|Blue Mountains & Central West|Western Suburbs & Ipswich|AU
200|Blue Mountains & Central West||AU
201|Brisbane|Bayside & Eastern Suburbs|AU
202|Brisbane|Bayside & South Eastern Suburbs|AU
203|Brisbane|CBD & Inner Suburbs|AU
204|Brisbane|CBD, Inner & Western Suburbs|AU
205|Brisbane|CBD, Inner West & Eastern Suburbs|AU
206|Brisbane|Eastern Suburbs|AU
207|Brisbane|Fremantle & Southern Suburbs|AU
208|Brisbane|North Shore & Northern Beaches|AU
209|Brisbane|North West & Hills District|AU
210|Brisbane|Northern Suburbs|AU
211|Brisbane|Northern Suburbs & Joondalup|AU
212|Brisbane|Parramatta & Western Suburbs|AU
213|Brisbane||AU
214|Brisbane|Ryde & Macquarie Park|AU
215|Brisbane|South West & M5 Corridor|AU
216|Brisbane|Southern Suburbs & Logan|AU
217|Brisbane|Southern Suburbs & Sutherland Shire|AU
218|Brisbane|Western Suburbs|AU
219|Brisbane|Western Suburbs & Ipswich|AU
220|Brisbane||AU
221|Broome & Kimberley|Bayside & Eastern Suburbs|AU
222|Broome & Kimberley|Bayside & South Eastern Suburbs|AU
223|Broome & Kimberley|CBD & Inner Suburbs|AU
224|Broome & Kimberley|CBD, Inner & Western Suburbs|AU
225|Broome & Kimberley|CBD, Inner West & Eastern Suburbs|AU
226|Broome & Kimberley|Eastern Suburbs|AU
227|Broome & Kimberley|Fremantle & Southern Suburbs|AU
228|Broome & Kimberley|North Shore & Northern Beaches|AU
229|Broome & Kimberley|North West & Hills District|AU
230|Broome & Kimberley|Northern Suburbs|AU
231|Broome & Kimberley|Northern Suburbs & Joondalup|AU
232|Broome & Kimberley|Parramatta & Western Suburbs|AU
233|Broome & Kimberley||AU
234|Broome & Kimberley|Ryde & Macquarie Park|AU
235|Broome & Kimberley|South West & M5 Corridor|AU
236|Broome & Kimberley|Southern Suburbs & Logan|AU
237|Broome & Kimberley|Southern Suburbs & Sutherland Shire|AU
238|Broome & Kimberley|Western Suburbs|AU
239|Broome & Kimberley|Western Suburbs & Ipswich|AU
240|Broome & Kimberley||AU
241|Bunbury & South West|Bayside & Eastern Suburbs|AU
242|Bunbury & South West|Bayside & South Eastern Suburbs|AU
243|Bunbury & South West|CBD & Inner Suburbs|AU
244|Bunbury & South West|CBD, Inner & Western Suburbs|AU
245|Bunbury & South West|CBD, Inner West & Eastern Suburbs|AU
246|Bunbury & South West|Eastern Suburbs|AU
247|Bunbury & South West|Fremantle & Southern Suburbs|AU
248|Bunbury & South West|North Shore & Northern Beaches|AU
249|Bunbury & South West|North West & Hills District|AU
250|Bunbury & South West|Northern Suburbs|AU
251|Bunbury & South West|Northern Suburbs & Joondalup|AU
252|Bunbury & South West|Parramatta & Western Suburbs|AU
253|Bunbury & South West||AU
254|Bunbury & South West|Ryde & Macquarie Park|AU
255|Bunbury & South West|South West & M5 Corridor|AU
256|Bunbury & South West|Southern Suburbs & Logan|AU
257|Bunbury & South West|Southern Suburbs & Sutherland Shire|AU
258|Bunbury & South West|Western Suburbs|AU
259|Bunbury & South West|Western Suburbs & Ipswich|AU
260|Bunbury & South West||AU
261|Bundaberg & Wide Bay Burnett|Bayside & Eastern Suburbs|AU
262|Bundaberg & Wide Bay Burnett|Bayside & South Eastern Suburbs|AU
263|Bundaberg & Wide Bay Burnett|CBD & Inner Suburbs|AU
264|Bundaberg & Wide Bay Burnett|CBD, Inner & Western Suburbs|AU
265|Bundaberg & Wide Bay Burnett|CBD, Inner West & Eastern Suburbs|AU
266|Bundaberg & Wide Bay Burnett|Eastern Suburbs|AU
267|Bundaberg & Wide Bay Burnett|Fremantle & Southern Suburbs|AU
268|Bundaberg & Wide Bay Burnett|North Shore & Northern Beaches|AU
269|Bundaberg & Wide Bay Burnett|North West & Hills District|AU
270|Bundaberg & Wide Bay Burnett|Northern Suburbs|AU
271|Bundaberg & Wide Bay Burnett|Northern Suburbs & Joondalup|AU
272|Bundaberg & Wide Bay Burnett|Parramatta & Western Suburbs|AU
273|Bundaberg & Wide Bay Burnett||AU
274|Bundaberg & Wide Bay Burnett|Ryde & Macquarie Park|AU
275|Bundaberg & Wide Bay Burnett|South West & M5 Corridor|AU
276|Bundaberg & Wide Bay Burnett|Southern Suburbs & Logan|AU
277|Bundaberg & Wide Bay Burnett|Southern Suburbs & Sutherland Shire|AU
278|Bundaberg & Wide Bay Burnett|Western Suburbs|AU
279|Bundaberg & Wide Bay Burnett|Western Suburbs & Ipswich|AU
280|Bundaberg & Wide Bay Burnett||AU
281|Cairns & Far North|Bayside & Eastern Suburbs|AU
282|Cairns & Far North|Bayside & South Eastern Suburbs|AU
283|Cairns & Far North|CBD & Inner Suburbs|AU
284|Cairns & Far North|CBD, Inner & Western Suburbs|AU
285|Cairns & Far North|CBD, Inner West & Eastern Suburbs|AU
286|Cairns & Far North|Eastern Suburbs|AU
287|Cairns & Far North|Fremantle & Southern Suburbs|AU
288|Cairns & Far North|North Shore & Northern Beaches|AU
289|Cairns & Far North|North West & Hills District|AU
290|Cairns & Far North|Northern Suburbs|AU
291|Cairns & Far North|Northern Suburbs & Joondalup|AU
292|Cairns & Far North|Parramatta & Western Suburbs|AU
293|Cairns & Far North||AU
294|Cairns & Far North|Ryde & Macquarie Park|AU
295|Cairns & Far North|South West & M5 Corridor|AU
296|Cairns & Far North|Southern Suburbs & Logan|AU
297|Cairns & Far North|Southern Suburbs & Sutherland Shire|AU
298|Cairns & Far North|Western Suburbs|AU
299|Cairns & Far North|Western Suburbs & Ipswich|AU
300|Cairns & Far North||AU
301|Central & South East|Bayside & Eastern Suburbs|AU
302|Central & South East|Bayside & South Eastern Suburbs|AU
303|Central & South East|CBD & Inner Suburbs|AU
304|Central & South East|CBD, Inner & Western Suburbs|AU
305|Central & South East|CBD, Inner West & Eastern Suburbs|AU
306|Central & South East|Eastern Suburbs|AU
307|Central & South East|Fremantle & Southern Suburbs|AU
308|Central & South East|North Shore & Northern Beaches|AU
309|Central & South East|North West & Hills District|AU
310|Central & South East|Northern Suburbs|AU
311|Central & South East|Northern Suburbs & Joondalup|AU
312|Central & South East|Parramatta & Western Suburbs|AU
313|Central & South East||AU
314|Central & South East|Ryde & Macquarie Park|AU
315|Central & South East|South West & M5 Corridor|AU
316|Central & South East|Southern Suburbs & Logan|AU
317|Central & South East|Southern Suburbs & Sutherland Shire|AU
318|Central & South East|Western Suburbs|AU
319|Central & South East|Western Suburbs & Ipswich|AU
320|Central & South East||AU
321|Coffs Harbour & North Coast|Bayside & Eastern Suburbs|AU
322|Coffs Harbour & North Coast|Bayside & South Eastern Suburbs|AU
323|Coffs Harbour & North Coast|CBD & Inner Suburbs|AU
324|Coffs Harbour & North Coast|CBD, Inner & Western Suburbs|AU
325|Coffs Harbour & North Coast|CBD, Inner West & Eastern Suburbs|AU
326|Coffs Harbour & North Coast|Eastern Suburbs|AU
327|Coffs Harbour & North Coast|Fremantle & Southern Suburbs|AU
328|Coffs Harbour & North Coast|North Shore & Northern Beaches|AU
329|Coffs Harbour & North Coast|North West & Hills District|AU
330|Coffs Harbour & North Coast|Northern Suburbs|AU
331|Coffs Harbour & North Coast|Northern Suburbs & Joondalup|AU
332|Coffs Harbour & North Coast|Parramatta & Western Suburbs|AU
333|Coffs Harbour & North Coast||AU
334|Coffs Harbour & North Coast|Ryde & Macquarie Park|AU
335|Coffs Harbour & North Coast|South West & M5 Corridor|AU
336|Coffs Harbour & North Coast|Southern Suburbs & Logan|AU
337|Coffs Harbour & North Coast|Southern Suburbs & Sutherland Shire|AU
338|Coffs Harbour & North Coast|Western Suburbs|AU
339|Coffs Harbour & North Coast|Western Suburbs & Ipswich|AU
340|Coffs Harbour & North Coast||AU
341|Coober Pedy & Outback SA|Bayside & Eastern Suburbs|AU
342|Coober Pedy & Outback SA|Bayside & South Eastern Suburbs|AU
343|Coober Pedy & Outback SA|CBD & Inner Suburbs|AU
344|Coober Pedy & Outback SA|CBD, Inner & Western Suburbs|AU
345|Coober Pedy & Outback SA|CBD, Inner West & Eastern Suburbs|AU
346|Coober Pedy & Outback SA|Eastern Suburbs|AU
347|Coober Pedy & Outback SA|Fremantle & Southern Suburbs|AU
348|Coober Pedy & Outback SA|North Shore & Northern Beaches|AU
349|Coober Pedy & Outback SA|North West & Hills District|AU
350|Coober Pedy & Outback SA|Northern Suburbs|AU
351|Coober Pedy & Outback SA|Northern Suburbs & Joondalup|AU
352|Coober Pedy & Outback SA|Parramatta & Western Suburbs|AU
353|Coober Pedy & Outback SA||AU
354|Coober Pedy & Outback SA|Ryde & Macquarie Park|AU
355|Coober Pedy & Outback SA|South West & M5 Corridor|AU
356|Coober Pedy & Outback SA|Southern Suburbs & Logan|AU
357|Coober Pedy & Outback SA|Southern Suburbs & Sutherland Shire|AU
358|Coober Pedy & Outback SA|Western Suburbs|AU
359|Coober Pedy & Outback SA|Western Suburbs & Ipswich|AU
360|Coober Pedy & Outback SA||AU
361|Darwin|Bayside & Eastern Suburbs|AU
362|Darwin|Bayside & South Eastern Suburbs|AU
363|Darwin|CBD & Inner Suburbs|AU
364|Darwin|CBD, Inner & Western Suburbs|AU
365|Darwin|CBD, Inner West & Eastern Suburbs|AU
366|Darwin|Eastern Suburbs|AU
367|Darwin|Fremantle & Southern Suburbs|AU
368|Darwin|North Shore & Northern Beaches|AU
369|Darwin|North West & Hills District|AU
370|Darwin|Northern Suburbs|AU
371|Darwin|Northern Suburbs & Joondalup|AU
372|Darwin|Parramatta & Western Suburbs|AU
373|Darwin||AU
374|Darwin|Ryde & Macquarie Park|AU
375|Darwin|South West & M5 Corridor|AU
376|Darwin|Southern Suburbs & Logan|AU
377|Darwin|Southern Suburbs & Sutherland Shire|AU
378|Darwin|Western Suburbs|AU
379|Darwin|Western Suburbs & Ipswich|AU
380|Darwin||AU
381|Devonport & North West|Bayside & Eastern Suburbs|AU
382|Devonport & North West|Bayside & South Eastern Suburbs|AU
383|Devonport & North West|CBD & Inner Suburbs|AU
384|Devonport & North West|CBD, Inner & Western Suburbs|AU
385|Devonport & North West|CBD, Inner West & Eastern Suburbs|AU
386|Devonport & North West|Eastern Suburbs|AU
387|Devonport & North West|Fremantle & Southern Suburbs|AU
388|Devonport & North West|North Shore & Northern Beaches|AU
389|Devonport & North West|North West & Hills District|AU
390|Devonport & North West|Northern Suburbs|AU
391|Devonport & North West|Northern Suburbs & Joondalup|AU
392|Devonport & North West|Parramatta & Western Suburbs|AU
393|Devonport & North West||AU
394|Devonport & North West|Ryde & Macquarie Park|AU
395|Devonport & North West|South West & M5 Corridor|AU
396|Devonport & North West|Southern Suburbs & Logan|AU
397|Devonport & North West|Southern Suburbs & Sutherland Shire|AU
398|Devonport & North West|Western Suburbs|AU
399|Devonport & North West|Western Suburbs & Ipswich|AU
400|Devonport & North West||AU
401|Dubbo & Central NSW|Bayside & Eastern Suburbs|AU
402|Dubbo & Central NSW|Bayside & South Eastern Suburbs|AU
403|Dubbo & Central NSW|CBD & Inner Suburbs|AU
404|Dubbo & Central NSW|CBD, Inner & Western Suburbs|AU
405|Dubbo & Central NSW|CBD, Inner West & Eastern Suburbs|AU
406|Dubbo & Central NSW|Eastern Suburbs|AU
407|Dubbo & Central NSW|Fremantle & Southern Suburbs|AU
408|Dubbo & Central NSW|North Shore & Northern Beaches|AU
409|Dubbo & Central NSW|North West & Hills District|AU
410|Dubbo & Central NSW|Northern Suburbs|AU
411|Dubbo & Central NSW|Northern Suburbs & Joondalup|AU
412|Dubbo & Central NSW|Parramatta & Western Suburbs|AU
413|Dubbo & Central NSW||AU
414|Dubbo & Central NSW|Ryde & Macquarie Park|AU
415|Dubbo & Central NSW|South West & M5 Corridor|AU
416|Dubbo & Central NSW|Southern Suburbs & Logan|AU
417|Dubbo & Central NSW|Southern Suburbs & Sutherland Shire|AU
418|Dubbo & Central NSW|Western Suburbs|AU
419|Dubbo & Central NSW|Western Suburbs & Ipswich|AU
420|Dubbo & Central NSW||AU
421|Far West & North Central NSW|Bayside & Eastern Suburbs|AU
422|Far West & North Central NSW|Bayside & South Eastern Suburbs|AU
423|Far West & North Central NSW|CBD & Inner Suburbs|AU
424|Far West & North Central NSW|CBD, Inner & Western Suburbs|AU
425|Far West & North Central NSW|CBD, Inner West & Eastern Suburbs|AU
426|Far West & North Central NSW|Eastern Suburbs|AU
427|Far West & North Central NSW|Fremantle & Southern Suburbs|AU
428|Far West & North Central NSW|North Shore & Northern Beaches|AU
429|Far West & North Central NSW|North West & Hills District|AU
430|Far West & North Central NSW|Northern Suburbs|AU
431|Far West & North Central NSW|Northern Suburbs & Joondalup|AU
432|Far West & North Central NSW|Parramatta & Western Suburbs|AU
433|Far West & North Central NSW||AU
434|Far West & North Central NSW|Ryde & Macquarie Park|AU
435|Far West & North Central NSW|South West & M5 Corridor|AU
436|Far West & North Central NSW|Southern Suburbs & Logan|AU
437|Far West & North Central NSW|Southern Suburbs & Sutherland Shire|AU
438|Far West & North Central NSW|Western Suburbs|AU
439|Far West & North Central NSW|Western Suburbs & Ipswich|AU
440|Far West & North Central NSW||AU
441|Fleurieu Peninsula & Kangaroo Island|Bayside & Eastern Suburbs|AU
442|Fleurieu Peninsula & Kangaroo Island|Bayside & South Eastern Suburbs|AU
443|Fleurieu Peninsula & Kangaroo Island|CBD & Inner Suburbs|AU
444|Fleurieu Peninsula & Kangaroo Island|CBD, Inner & Western Suburbs|AU
445|Fleurieu Peninsula & Kangaroo Island|CBD, Inner West & Eastern Suburbs|AU
446|Fleurieu Peninsula & Kangaroo Island|Eastern Suburbs|AU
